	id	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust	cleaned_tweet
372	2018-Ar-01041	0	0	0	0	1	1	1	0	0	0	1	#الاهلي_ذوب_اهن ثقوا بالاهلي وإذا تاهت بكم الثقة مع الاهلي ثقوا بالفرح الذي لا يعرف المضي في طريق إلا مع الاهلي 😴 💚 #مبروك الفوزز ياملوك
373	2018-Ar-00213	1	0	0	0	0	0	0	0	1	0	0	لازم اكدر نفسي لبعد سحور عشان ابتدي مذاكرة و مادة مش مستاهلة اي تأخير اصلا..😕
374	2018-Ar-00799	1	0	0	0	0	0	0	0	0	1	0	وما يجي يقول انت انت غيران او يرد بتهجم يحسب انك تسبه
375	2018-Ar-04384	0	0	0	1	0	0	0	1	0	0	0	شكله مرتاع او بردان 😂 💔
376	2018-Ar-02687	0	0	0	0	0	0	0	0	1	0	0	مشكله قلبي الزعول محد يداريه دايماً تظل\nاسبابي تافهه بعيونهم لكن واللله تزعلني
377	2018-Ar-02980	0	0	0	1	0	0	0	1	1	0	0	واصعب من تنهيدة واه ظرف يكسر احساس الشموخ 🥀
378	2018-Ar-02015	0	0	0	0	0	1	0	0	0	0	0	و احلف لك إني كل ما سمعت اسمك ابتسم وأشتاق وأحبك
379	2018-Ar-04063	0	0	0	0	1	1	1	0	0	0	0	- - يارب أكون من الناس اللي غيروا حياة أحد اللي اعطوا شعور بالفرح ولو بسيط اللي مروا وما ضروا 💚 🌸
380	2018-Ar-03393	0	0	0	0	0	0	0	0	1	0	0	- ومايجيش عليا الليل غير بذكريات تيجى معاها دموع ونفس مكسوره ونفس طالع بأهات ..😔
381	2018-Ar-01788	0	0	0	0	0	0	1	0	0	0	0	اللهم جدّد فينا روح التفاؤل والأمل ولا تجعلنا ضعفاء أمام ظروف الحياة.\n\n#علوان_الصيفان #التفاؤل
382	2018-Ar-01359	0	0	0	0	1	0	1	0	0	0	0	#فرحه_قلبك_تتمثل_في رضا ربنا و حب الناس اللي حواليا و اني ابقي مطمن عليهم و بيهم 🙏
383	2018-Ar-03781	0	0	0	0	1	0	1	0	0	0	0	صباح الخير و الفرح ب #يوم_المرأة_العالمي انشالله أيامك كلها أعياد مايا
384	2018-Ar-03759	0	0	0	0	0	0	1	0	0	0	1	تنهيدة طويلة ثم قل : لا إله إلا أنت سبحانك إني كنت من الظالمين منها أجر ومنها راحة نفسيه 💗 👌
385	2018-Ar-03110	0	0	0	0	0	0	0	0	0	0	0	كت تويت/ اذكر لنا موقف ظريف صار معاك وأنت صغير بالإبتدائية
386	2018-Ar-01365	1	0	0	0	0	0	0	0	0	0	0	#الغضب-لفلسطين 😠 طلعوا الهاشتاق بليزز 🙏 فلسطين تحت الحصار 😬
387	2018-Ar-03383	1	0	0	0	0	0	0	0	0	0	0	ربما السالفه كذب لايوجد معلم يسويها لأنها مخالفه للنظام يعاقب عليها ربما يصل العقاب للنقل التأديبي أو التحويل إداري #معلم_لطلابه_لن_يرسب_احد
388	2018-Ar-04095	0	0	0	1	0	0	0	0	0	0	0	ستة #مخاوف تحفز التفكير #السلبي : الخوف من #الفقر الخوف من #النقد الخوف من #المرض الخوف من #الوحدة الخوف من #الشيخوخة الخوف من #الموت
389	2018-Ar-04346	0	0	0	1	0	0	0	0	0	0	0	أبطل خوف من كل شي ألا خوفي على ابوي من الأيام :(
390	2018-Ar-01572	0	0	0	0	1	1	0	0	0	0	0	@DvLZStaTioN #DVLZX نبغى تحية لخوانك من العراق والله احبك 😗
391	2018-Ar-02830	1	0	0	0	0	0	0	0	0	0	0	شبعنا كراهية وحقد وضغينة وفتنة فإمساك بمعروف أو تسريح بإحسان مع ذلك أنت لا تملك مصير غيرك كن حضاري بوجودك
392	2018-Ar-01772	0	0	0	0	1	0	1	0	0	0	0	تصبحون على #أمل ﻻ يمل و #تفاؤل ﻻ يضعف و #إصرار ﻻ يقهر و #سعادة ﻻ تفارق قلوبكم و تسكن به ما حييتم 💝
393	2018-Ar-00056	1	1	0	0	0	0	0	1	1	0	0	دايم معاي مشغول ومع غيري فاضي نسئل نفسنا نحنا اش بالنسبه لك حب تسلية اذا ماتحبني خلك صريح وقلها لاتعيشني بوهم معاك وكل وأحد يروح بطريقة
394	2018-Ar-01543	0	1	0	1	0	0	0	0	0	1	0	الحرب قامت ف كفرالشخ 😱😱😱\nفيه صوت ضرب نار .. رشاش آلي.. 😨\nحد يعرف في إيه !!!
395	2018-Ar-01459	1	0	1	0	0	0	0	1	1	0	0	لماذا هي نبرة تهدأه وليست تحدي كعاده #الإخوان المدلسين ببساطه مذعورين لأنه لم يبقى لهم سوى #قطر و #تركيا ويخشون رضوخ قطر لمطالب الخليج
396	2018-Ar-04092	1	0	1	0	0	0	0	1	0	0	0	فيصل قاسم وقناه الجزيره سبب خراب سوريا ربنا ينتقم منكم
397	2018-Ar-03638	0	0	0	0	1	0	0	0	0	0	0	و سمعنى سلام الأسد ملك الغابة 😃\n#حاحا_وتفاحة 😂
398	2018-Ar-02141	0	0	0	0	1	1	1	0	0	0	0	.فيه أشخاص مجرد ما تسولف معهم تنسي كل همومك وكل حاجه شايل همها وان كانت إبتسامة \n باختصار هي من أجمل هديا ربي.\n\nاحبك @REXZ_8900
399	2018-Ar-04250	0	0	0	0	0	0	0	0	1	0	0	مابقى عندي دموع ابكي عليك #تنهيدة #شطر
400	2018-Ar-03410	1	0	1	0	0	0	0	1	1	0	0	@gehad7412 يا سااااتر 😞😠😠 انا كده مرتاحه بقى ... دمرتيلى احلاااااااامى 😂😂😂😂😂😂
401	2018-Ar-02148	1	0	1	0	0	0	0	0	0	0	0	@amtarek44 سوري يعني دا تخلف. الدموع للراجل او البنت مبتكسرش\nاحنا بشر مش جماد
402	2018-Ar-01222	1	0	1	0	0	0	0	1	1	0	0	ملعون ابو اللي جابه بس حقيقي محدش مطلوب منه يشتم مرسي ولا الثورة دي حاجة ودي حاجة
403	2018-Ar-00376	0	0	0	0	1	0	1	0	0	1	0	وفـ لحظه واحده .. تتدخل ارادة ربنا و تحل كل حاجه .. الصبر 💚 !
404	2018-Ar-03200	0	1	0	1	0	1	1	0	1	0	0	اختي عندها امتحان كمان ساعتين ونص اه احنا متحانقين بس هعيط لو اضايقت من امتحان انهاردة والله يارب تحل حلو يارب ادعولها ❤
405	2018-Ar-02048	1	0	0	0	0	0	0	1	0	0	0	افضلوا انفخوا فيهم كدة لحد ما يفرقعوا فى وشكوا ان شاء الله
406	2018-Ar-00853	1	0	0	0	0	0	0	1	0	0	0	@Tahanielkhelifa كيف اعثرعليك في بروكسل دون عنوان ولا تلفون ولا جه مالوف
407	2018-Ar-00041	1	0	0	1	0	0	0	0	1	0	0	"تعددت الاسباب والموت واحد: بس هاي الاسباب عنابس عندك رصاص طايش خناقةيليها سحب سلاح ثم قتل""بالغلط"" وعندك لي بيشيل سلاح وبيقوص دغري #روي_حاموش"
408	2018-Ar-03429	1	1	1	0	0	0	0	0	0	0	0	اللي حابب يتشتم ويتسبله الدين ويتمرمط ويتذل يجي #خاص .. موجود لمدة ساعه لكل نجس عايز يتمتع ✋\n\n#ريتويت يابن المتناكه منك ليه 😠
409	2018-Ar-00175	0	0	0	0	1	1	1	0	0	0	0	- - دائما شعور الرضا يمنحك سعادة في كل حال • - #مزنة_المحمود #مساء_الخير #رضا #شعور #بوح
410	2018-Ar-02731	0	1	0	0	1	0	0	0	0	0	0	@Talat_Habibu انا خلصت الماتش و قعدت اتفرج بردو عليهم في الاحتفالات
411	2018-Ar-01549	1	0	1	0	0	0	0	1	1	0	0	هو ليه لما الناس تيجي تلومني ازعل و اتضايق و اصالحهم و لو انا فكرت اجي الومهم يتنرفزو علياا و يزعلو مني مش عليا 💔 قرف اوي اقسم بالله
412	2018-Ar-01137	0	0	0	0	1	1	0	0	0	0	0	#الفرحة تأتي من ثلاثه شخص #يحبك حد #الجنون وتحبه #صحة لا سقم معها و #عافيه و #مال يملأ جيبك من #حلال #عيد_سلام_ومحبه
413	2018-Ar-02615	0	0	0	0	0	0	0	1	1	0	0	ولما حاجه بتوجعك بتصحي معاها كل وجع قديم  وجع ياكل قلبك ويتعب اعصابك وينزل دموعك وينتهي بانهيار جسدك كله
414	2018-Ar-01802	0	0	0	0	1	1	1	0	0	0	0	@bne_6 ايه شفت أول حلقتين وأحس بديت أتذكر اللي قرأت xD يس أكيد الأنمي أرهب بكثير 💘
415	2018-Ar-03392	0	0	0	0	0	0	1	0	1	0	0	عندما تكوني ببالغ حزنك بالغي بأناقتك كثيرا فهي كفيله بحمايتك من شفقة الآخرين 💔 💔
416	2018-Ar-03054	0	0	0	0	0	0	0	0	1	0	0	الدنيا دوارة وكل حاجة بتترد، وكل حاجة أذيت فيها شخص شوفتها بتترد لي بنفس التفاصيل ف وقت ما حد بيأذيني بكون متأكد أنه هيتعرض بنفس الأذى
417	2018-Ar-03340	0	0	0	1	0	0	0	0	0	0	0	#رعب #قلق #تساقط #شعر #سهر #تعب #ارهاق
418	2018-Ar-04010	0	0	0	0	1	0	1	0	0	0	0	افرح وعيش أنت غالي علينا، اوعى تحزن يوم \nبكرة هاترجع تضحك لينا هتنسى أي هموم ..\n#أصالة #افرح_وعيش \n@AssalaOfficial
419	2018-Ar-02312	1	1	1	0	0	0	0	0	1	0	0	@9najran الشياطين صفدت في هذا الشهر الكريم وبني حوثه باقي 😕\nالله يشلهم ولايبقي منهم حد في ذا الساعه
420	2018-Ar-01629	1	0	1	0	0	0	0	0	1	0	0	ربنا ينتقم من كل واحد قال كلام مطلعش منى و من كل واحد بيتكلم عليا و بيشوه ف صورتى🙌🏻🙏🏻
421	2018-Ar-01290	1	0	1	0	0	0	0	0	0	0	0	في شهر رمضان لاحظو الشهر الفضيل.. فيه ناس يسرقون! مو بس سرقه تخويف مسلم ! \n انتو بشر ولا شياطين إنس؟.
422	2018-Ar-02878	0	0	0	0	1	0	1	0	0	0	0	"#سعادة الانسان هي الشكر و الصبر و الاستغفار ""أسأل الله أن يسعد قلبي وقلوبكم بما تتمنون❤"
423	2018-Ar-02703	0	0	0	0	1	0	0	0	0	0	0	@malrubaa اجدت وافدت وقسما بالله انك ابدعت،ولا اعتقد ان احد شاهد هذي الحلقة وما ضحك من قلبه😂😂😂انت تملك روح الدعابة والطرفةمنقطعة النظير👍🏽👍🏽
424	2018-Ar-01130	0	0	0	0	1	0	1	0	0	0	0	جرب تعيش على حسب حدسك وعقلك الباطن بدون ما تتردد بيوم .. شوف شلون السعاده ❤
425	2018-Ar-01580	0	0	1	1	0	0	0	1	1	0	0	"كان بأستطاعتك أن تداري سوء مزاجي ونبرة الهلع في صوتي وال""لست على مايرام""المختبئة خلف"" بخير"" كان ب امكانك فهم تناقضاتي"
426	2018-Ar-00504	1	0	0	0	1	0	0	0	0	0	0	العيال في الشارع بيفرقعو ا قدام البيت. رحت  طاع وشاخط شخطه هزت ارجاء الشارع😂عينك متشوف الا النور الشارع كله طلع يشوف ايه البيحصل عاوز انام 💪
427	2018-Ar-01148	0	1	1	0	0	0	0	1	0	0	0	والله انك صادق لولا العملاء ماتقدرتسوي اي شيء جبانة
428	2018-Ar-00470	0	0	0	0	1	1	1	0	0	0	0	@anaahabiba17 تسلمى وتعيشى ربنا يسعدك ويهنيكى يا عمرى
429	2018-Ar-01837	0	0	0	0	1	1	1	0	0	0	1	#معهد_الفتيات\nشكراً لها عندما تعبنا أمسكت بنا و قوتنا \nجزاها ربِ كل خير على ما تقدم لإسعادنا ❤️\nكتب بحب لـ #أمل_محمد_الفراج\n@amal_alfarraj
430	2018-Ar-00327	0	1	0	0	0	0	0	1	0	0	0	سيدتي 🌹 في حال اكتشفتي خيانة من زوجك 😪 فلا تعلمينه بذالك⁉️ فتكسري حاجز الرهبة من ان تكتشفيه 😰 #معلومه_مفيده_للمتزوجات
431	2018-Ar-03101	1	0	0	0	0	0	0	1	1	0	0	كان طبيعى تعيش حياتك بعد منهم ف إكتئاب ما اللى وعدك انه يفضل هو أول حد غاب 😥 💔
432	2018-Ar-02244	0	0	0	0	0	0	0	1	1	0	0	مرحبا نجمتي أنا يائس ومكتئب ومنزعج جدا حتى أن صوتي قد بح من شدة حزني خذي بيدي فأنا مشارف على الوقوع بتلك الحفره مجددا 😴 🌌
433	2018-Ar-04060	1	0	0	0	0	0	0	0	1	0	0	يخربيت ام الضرس المخروم اللى هيقعد يجبنى العيادة و يودينى ١٠٠ مرة 😡
434	2018-Ar-02351	0	0	0	0	1	0	0	0	0	0	0	ايوه بقا 13 يوم اجازه ياناس — feeling باهموت من الفرحه
435	2018-Ar-01847	0	0	0	0	1	1	1	0	0	0	0	@234_aadd مساك #سعادة  ي مصدرها ربي يسعدك 🌹😍
436	2018-Ar-03156	0	1	0	1	0	0	0	1	0	0	0	الواحد قلقان من انه مش قلقان من امتحان بكره ده
437	2018-Ar-03592	0	0	0	1	0	0	0	0	0	0	0	أنا لست أخشى #الذئب ذئبا انما أخشاه في جلد #الحمل #رعبي #عدو لا أراه أو لا أراه إلا إذا #فات_الأوان #نجيب_سرور
438	2018-Ar-00802	0	0	0	1	0	0	0	0	0	0	0	اتذكرداعيه ألقت لنا محاضره عن اشياءتخوف وترهب واحنا تونا صغار متوسط وثانوي تفله بحجم السماء لك بدل مايرغبون بألجنه طوالي ترهيب #غرابيب_سود
439	2018-Ar-02081	0	0	0	0	0	0	0	0	1	0	0	@I8l8lI ليه مبعد وانت داري اني .. حزين!\n\n^ صح بوحك 🌹
440	2018-Ar-03833	1	1	1	0	0	0	0	0	0	0	0	جدا سهل انك تشتم و تسب و تحكي كلام وسخ لكن هذا ابدا ما بخليك قوي أو عبقري في الردود انت عبارة عن كلب بنبح كلام بلا قيمة
441	2018-Ar-02890	0	0	0	0	1	0	0	1	0	0	0	@RikardoChidiac بعدني ناطر يا تبع سلاح الترهيب. منتحرين الشباب خيّو هههه
442	2018-Ar-02314	1	0	0	0	0	0	0	0	0	0	0	@mahaelfiky48 @toqa_yasserr انتي ما بتحبيش الشوكولاته يا مها هانم مش كل ما اطلب حاجه تطلبيها 😠😠😠 سيبني استمتع مره من نفسي
443	2018-Ar-03834	0	0	0	1	0	0	0	0	0	0	0	طول ما عندك فوبيا من الخوف من النتيجة عمرك ما هتبقي ايجابي ولا هتعرف تعمل حاجة تسعدك والندم دا من متع الحياه لو مفيش ندم
444	2018-Ar-01609	0	0	0	0	0	0	1	0	0	0	0	راحة البال #جوهرة كثيرة الثمن فى ايامنا هذه يابخت من يقتنيهاا 😗
445	2018-Ar-02386	0	0	0	0	1	0	0	0	0	0	0	@sherine \nاول مره في رمضان  دايماً مستحيل تقدر تنساها  \nفرحه كبيره ليك و لغيرك مستحيل تقدر تنساها #شيرين\n#فرحة_أول_مرة
446	2018-Ar-01357	0	1	0	1	0	0	0	0	0	0	0	#قطر استعانت عسكريا ب #تركيا و #ايران هل هذا الإجراء الاحترازي أربك أو أرعب الخليج
447	2018-Ar-00347	0	1	0	1	0	0	0	0	1	0	0	عند حلول منتصف الليل ازداد قلقنا وخوفنا عليها امي تدعو من جهة واختي تدعو من جهة اما انا اشاهد نافذة وفي هذه ليلة لم ينم احد
448	2018-Ar-01852	1	0	1	0	0	0	0	1	0	0	0	@audinasser والله كفايه 😤
449	2018-Ar-03359	0	0	0	0	1	1	1	0	0	0	0	حاس إني وصلت ل مرحلة راضي عنها خالي من أي عتاب أو أي إنتظار هدوء داخلي جدا ينحب
450	2018-Ar-03259	0	0	0	0	1	1	1	0	0	0	1	"لا يجتمع في القلب نقيضان ""القرآن والموسيقى"" إن كنت تبحث عن السعادة فستجدها في القرب من الله راجع قلبك❤ #حفله_عبدالمجيد_عبدالله_في_الكويت"
451	2018-Ar-02840	0	0	0	1	0	0	0	0	1	0	0	دكتور هل من لديه نوبات ذعر عليه ذنب اذا لم يذهب الى المسجد
452	2018-Ar-03451	0	1	0	1	0	0	0	0	0	0	0	أتوقع مجرد تخويف لناس لكن الحكومه ماحد يخوفها
453	2018-Ar-03787	0	0	0	0	1	1	1	0	0	0	0	أحببت هذا اليوم جدا كنت تضحك انت فأبتسم أنا تتحدث فأقع في حب أحاديثك تقبلني و أبلغ عنان السماء حبا قربك الأمان و كل مادونك غربة
454	2018-Ar-01233	1	0	1	0	0	0	0	0	0	0	0	@Huda_Nadal الله يقرفه 😠😠 ،، لو اني منها كنت سببت له عاهة باصابعه هذه 😠 !! ،، و عادي لو تجرحها له و تمسحها بالمسحات الطبية عشان يتربى 😂
455	2018-Ar-01798	1	0	1	0	0	0	0	0	0	0	0	@hachmi123__hgtp غضبت من تباهي هذي اليهودية العجيب ان احدا الاخوات رأت الصورة معي فأعجبها هذا الباس فزاد غضبي منهما ☺️
456	2018-Ar-00121	0	1	0	0	0	1	0	0	0	0	0	@trust_21 @hlatebrohe احب الي يتكلم عن تجاربه لانه يشجع الاخر على هالمغامرة مش الي ينقل وبس فاشكرا لك ابرار
457	2018-Ar-04223	0	0	0	0	0	0	0	1	1	0	0	مر على فقيدتي سنين و ما زالت تلك الصدمة تأسرني و مازال فقدانها جرح لا يبرأ 🍂 💔
458	2018-Ar-03390	1	0	1	1	0	0	0	1	0	0	0	قريت منشنك هذا قبل انام وشفت كابوس انت كنت فيه 🤦 🏻 ‍♀️🤦 🏻 ‍♀️
459	2018-Ar-00948	0	0	0	0	0	0	0	0	1	0	0	معرف كيف أراضي وانا ازعل من الشخص نفسه لانه زعل
460	2018-Ar-02416	0	0	0	0	0	0	0	1	1	0	0	@SaMoRaAli النهاردة الواحد نفسه مغمومة خالص؛ وعاوز يسافر بس مش ﻷي دولة .. لكوكب تاني .. للمريخ! :(
461	2018-Ar-03504	0	0	0	0	0	1	1	0	0	0	0	لا يرد الله يدا رفعت اليه تقبل الله منا ومنكم صالح الاعمال حبيبتي #بسمة
462	2018-Ar-03401	1	0	1	0	0	0	0	1	0	0	0	انني طيب بما يكفي لاسامحك ولكني لست غبيا بما يكفي لاثق بك مره اخرى
463	2018-Ar-02446	1	0	0	1	0	0	0	0	0	0	0	والناس العادية مع تصعيد الأحداث هاتبقى مركزة فى ده بتبقى حالة هلع وفعلا بتبقى ظى ردود الافعال العاديه
464	2018-Ar-03663	0	0	0	0	0	0	0	1	1	0	0	البسي يا مهجتي ثوب السواد فعلي الكرار قد آن الحداد ⚫ ️ ضربة هدت أساقيف العماد 💔 #فعلها_الشقي_بغدر_الوصي #ح_ي_د_ر_ه #ياعلي #ياعلي_مأجورين
465	2018-Ar-02755	0	0	0	0	1	0	0	0	0	0	0	@silentonly87 مدري ليش حسيت بسعادة لانك مكروف 🙊
466	2018-Ar-03916	1	0	0	0	0	0	0	1	1	1	0	هههههه الظاهر الواحد كان فاهم حجات كتير اوي غلط منها ان كان فيه كلام بيتقال وانا من عبطي افتكرتو عليا انا\nامممم بصراحه مش عارف اقول ايه 😕😞😟🤕
467	2018-Ar-03294	0	0	0	0	0	0	0	0	1	0	0	لا حزن يشبه حزن القلب على الميت ولا شوق أصدق من الشوق للميت اللهم ارحم عبدالله بقدر ما كان وجع رحيله أعظم من أن يتحمله بكاء
468	2018-Ar-03739	1	0	0	1	0	0	0	1	1	0	0	@_Dalissima_ بطلت من كذا سنة أعيد لأعياد عامة وبقيت أكتفي بالمناسبات الخاصة. وتقدري تقولي المصايب بقت بترف مطر مش ملاحقين في كل مناسبة.
469	2018-Ar-03568	0	0	0	0	1	1	1	0	0	0	0	معاك أعيش فرحة بدون حدود\nوأحبك حُب أكبر من مدى سنينك💉❤️..
470	2018-Ar-02418	0	0	0	0	1	1	0	0	0	0	0	حبيبت قلبى انتي من يزعل منك بس نمازحك 💔 😂
471	2018-Ar-01024	1	0	0	0	0	0	0	1	1	0	0	سوو فتن وخربوا الدول العربيه \nالحين يايين ع الدول الخليجيه \nمدري من لي ورا كل ها \nالله ينتقم منهم .
472	2018-Ar-00305	0	0	0	1	0	0	0	0	0	0	0	لمن عزيز لك يكون في المستشفى يصير كل اتصال مرعب 💔 😔
473	2018-Ar-03417	1	0	1	1	0	0	0	0	1	0	0	عندي فوبيا من انواع منهم بس بس متأكد ال بيحب تربيتهم يحس ال بتقولي عليه أكتر طبعا وأن في بشر مش محصلين كلاب حتى 😃 👌
474	2018-Ar-03233	0	0	0	1	0	0	0	0	0	0	0	اول مره ف حياتي اكون خايف انام #مرعوب 😰
475	2018-Ar-04277	0	0	0	1	0	0	0	0	1	0	0	@roseshoq حنا سدحوا بنت وكفنوها 😩\nخذت لي شهر وانا مروعه ما انام زين لاصقة في امي الله يغفر لها
476	2018-Ar-02805	0	0	0	0	1	1	1	0	0	0	0	@_sokon_ @vd04401 اللهم امين يارب العالمين واشكرك همس القلوب مش الروح على متابعتك الطيبه السعيده الجميله مثلك
477	2018-Ar-00611	1	0	0	1	0	0	0	0	1	0	0	في مثل هذه اللحظات قبل ١ سنوات كنت أعيش ذعر اشتداد الإعصار #جونو في منزل جيراني الأودية القوية تحيط بالمنزل وانقطع تواصلنا نهائيا مع أهلنا
478	2018-Ar-01694	1	0	1	0	0	0	0	0	0	0	0	@docshayji لان الشعوب مثل الغنم. تبع من تحال لها خوفا من بطش حكامهم
479	2018-Ar-02827	1	1	0	0	0	0	0	1	1	0	0	ماهو شعور الفرح كثر ماهو شعور الاستياء 😔
480	2018-Ar-01893	0	0	0	1	0	0	0	0	0	0	1	مجتهد أرعب ال سعود رجل بمعني الكلمه
481	2018-Ar-04245	0	1	0	1	0	0	0	0	0	0	0	• ليس لدي شيء #أخاف أن أفقده سوى #هدوء_أعصابي
482	2018-Ar-04256	0	0	0	0	1	1	1	0	0	0	0	خليك دايمن فرحان حتى لو وقعت فى مشكله ولا تزعل وخلى حياتك فرح وسرور واعرف ان الدنيا ماهى إلا اختبار 😘 😍 بحبكم
483	2018-Ar-02788	0	0	0	0	0	0	0	1	1	0	0	@YaraSaeid74 الكآبة دي اجباري مش اختياري بلص ان مفيش حاجة تفرح والله🤦
484	2018-Ar-02651	0	0	0	0	1	1	0	0	0	0	0	@ama__ana ههههههههه انا بحب التشويق جداً واصلا مبتفرجش ع مسلسلات بس دة شدني
485	2018-Ar-01979	1	0	1	0	0	0	0	0	0	0	0	إلى متى سيرفرات #EA يعني الواحد مايقدر يستانس لو يوم العب ثلاث امباريات وراء بعض وكل شوي يفصل الله يسخط عليها سيرفرات 😠💔
486	2018-Ar-02598	0	1	0	0	0	1	0	0	0	0	1	أن تحبيني أنتِ مخيره لا مجبره 😁 \nأن تحترميني فأنتِ مجبره لا مخيره 😀 .
487	2018-Ar-02317	1	0	0	0	0	0	0	0	0	0	0	يا خطباء الجمعه و أئمتها يا علماء المسلمين اغضبوا لله و حرضوا الناس على الغضب لله عل الله يرفع عنا جميعا هذا البلاء الذى نحن فيه اللهم بلغت
488	2018-Ar-01139	1	0	0	0	0	0	0	1	1	0	0	أنا فضلت أتظاهر بالهبل و إن مافيش حاجة فارقة معايا لحد ما أقرب ناس ليا حتى مابقوش يحترموا حزني أو إني مُمكن أكون بمر بفترة صعبة فعلاً،
489	2018-Ar-01240	1	0	1	0	0	0	0	0	0	0	0	@MahaHegazy2016 @CleopatraPhVII دول ولاد ستين ف سبعين تيت 😠
490	2018-Ar-01682	0	0	0	0	0	0	1	0	0	0	1	محبرة النصر بتدوين كلمات دروس بتكتب بخلود رواح محبين محبة للعز بتجذب ارضالمشرق ما بتلين للوحش حتى يهرب بتصدوما بتستكينتتضرب #واشرق_النصر
491	2018-Ar-03290	0	0	0	1	0	0	0	0	1	0	0	بكى قلبي لما غاب عني المطر لما أرعبني الجفاف
492	2018-Ar-01977	0	0	1	0	0	0	0	1	0	0	0	@TTshroug في جميع الحالات انا ماني راضيه عنه 😤
493	2018-Ar-00225	1	0	1	0	0	0	0	1	0	0	0	الزواج : مثل الحمامات العامة اللي جوا مش طايق الريحه وإللي برا مش قادر يستنى #نكد
494	2018-Ar-00926	1	0	1	0	0	0	0	1	0	0	0	@almlki873 الفلوس اللى كان يصرفها عشان يزعزع أمن جيرانه وأمن المسلمين صار يصرفها خوفا على أمنه و أنقلب السحر على الساحر
495	2018-Ar-02907	0	0	0	1	0	0	0	0	1	0	0	يارب انام يارب انام يارب انام!! مو طبيعي كل ماغمضت عيني فزيت من النوم مرتاعه مدري ليش ، كذا قلبي قاعد يحرقني فيني غصه برضو مدري ليش وجع
496	2018-Ar-00803	0	0	0	0	0	0	1	0	0	0	0	@__3fah اضحكي اضحكي اضحكي ع اي شي راح يروح العوار اسألي مجرب
497	2018-Ar-02403	1	1	0	1	0	0	0	1	1	0	0	لما اشوف تشكيلة #يوفنتوس و بنش الاحتياط ارتاح قليلا لكن بمجرد تذكر تعادلنا مع أتلنتا و أودينيزي انزعج و اتضايق كل ما أخشاه تهور اللغري
498	2018-Ar-01956	0	0	0	0	1	1	1	0	0	0	0	عايزةاشوفك بتمثل كوميدى يا عباس لان فيك حس الفكاهة انك تقول كلام عادى جدا واللى قدامك يموت ضحك وانت ولا الهوا #حكايات_بنات3_الحلقة_السادسه
499	2018-Ar-02255	0	1	0	0	0	1	1	0	0	0	1	من تعلق بالله آتت الدنيا زاحفة إليه ❤\nومن هجر الله هجرته الدنيا \nرغم زحفه إليها 😗
500	2018-Ar-02341	0	0	0	0	0	0	0	0	1	0	0	تعرفين شعور قلبك يحتترق بس عيونك م تبكي بس من جوا مليانه حزن وذبول خلاص تبي تقضين كل عمرك بالنوم وتهربي من هالشعور
501	2018-Ar-02714	0	0	0	0	1	1	1	0	0	0	0	#كنزه_نجمة_لن_تتكرر انتي بالنسبه لنا الفرح و السعاده انتي كالحلم الذي لا نتمنى ان نستيقظ منه #kenzamorsli
502	2018-Ar-02179	1	0	1	0	0	0	0	0	0	0	0	الحوثي يقتل الشعب ويقول : اللهم تقبل صيامنا وصالح اعمالنا.\n\nحشيش خطير ومهره وسخه \n#الحوثي \n #نجران_آلان \n#صعده #صنعاء #الرياض #عاصفة_الحزم
503	2018-Ar-04309	1	0	0	1	0	0	0	0	0	0	0	هدوء الغاضب بطبيعته مقلق و غضب الهادئ بطبيعته مخيف
504	2018-Ar-02292	0	0	0	0	0	0	0	1	1	0	0	لحد يكلمني هالفترة عايشة ف حالة كآبة عميقةة
505	2018-Ar-00640	0	0	0	0	0	0	0	0	1	0	0	أوحش أنواع #الزعل انك تكون زعلان علي #نفسك
506	2018-Ar-01192	0	0	0	0	0	1	0	0	1	0	0	15: مقصرة معاكى جدا غصب عنى والله اكيد زعلانة منى فأسفة بجد انتى طيبة ومبهجة وتتحبى والله ومتزعليش منى بالله ربنا يعلم معزتك ❤ 💕
507	2018-Ar-02841	0	0	0	0	0	0	0	0	1	0	0	اليوم حنا في وقتً فيه حتى الحزين\nيمكن  يحسدونه  العالم  على  دمعه\nلـ@alhaaaaaml\n#بيت_تحبه_لشاعر_تتابعه
508	2018-Ar-00356	0	0	0	0	1	1	0	0	0	0	0	مركز أبولو دبي و مركز أبولو دبي فرع أبوظبي يتمنو لكم عيد فطر سعيد ومبارك #أبولو #عيد_الفطر #تبريكات #دبي #أبوظبي #رجال #معايدة #فطر_سعيد
509	2018-Ar-02674	0	0	0	0	1	1	0	0	0	0	0	بوفون: عندما تشارك الفرح مع زملائك في الفريق وبوجود العائلة والأصدقاء في المدرجات وهم سعداء لك وتكون سعيدا معهم هو أعظم الإشباع #ASMJuve
510	2018-Ar-03625	0	0	0	0	1	1	0	0	0	0	0	عن الشخص اللي يخلي الإبتسامة توصل لين قلبك
511	2018-Ar-03956	1	0	1	0	0	0	0	0	0	0	0	@urhshis بس لازم نعلمه ان انتي الي طلعتي التاق مو على كيفه ينسبه لجمهوره كل الجماهير شاركت😡
